Row ID,Order ID,Ship Date,Order Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name, Sales ,Quantity,Discount, Profit ,Loss Flag,Month Extraction
6030,US-2020-112970,14/11/2022,15/11/2020,First Class,TB-21250,Tim Brockman,Consumer,United States,Los Angeles,California,90049,West,OFF-AR-10003829,Office Supplies,Art,Newell 35, $9.84 ,3,0.00%, $2.85 ,Profit,November
7746,CA-2020-133613,17/06/2022,22/06/2020,Standard Class,CP-12340,Christine Phan,Corporate,United States,Waterbury,Connecticut,6708,East,OFF-AR-10003829,Office Supplies,Art,Newell 35, $9.84 ,3,0.00%, $2.85 ,Profit,June
9247,CA-2021-130106,22/05/2023,26/05/2021,Standard Class,VF-21715,Vicky Freymann,Home Office,United States,San Francisco,California,94109,West,OFF-AR-10003651,Office Supplies,Art,Newell 350, $9.84 ,3,0.00%, $2.85 ,Profit,May
9291,CA-2018-163650,23/09/2020,25/09/2018,First Class,TT-21220,Thomas Thornton,Consumer,United States,Dover,Delaware,19901,East,OFF-AR-10002375,Office Supplies,Art,Newell 351, $9.84 ,3,0.00%, $2.85 ,Profit,September
4027,CA-2021-139311,11/08/2023,13/08/2021,First Class,SF-20965,Sylvia Foulston,Corporate,United States,Bedford,Texas,76021,Central,OFF-AR-10004582,Office Supplies,Art,BIC Brite Liner Grip Highlighters, $9.18 ,7,20.00%, $2.87 ,Profit,August
7775,CA-2020-152800,13/04/2022,15/04/2020,First Class,SP-20920,Susan Pistek,Consumer,United States,San Francisco,California,94109,West,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes, $6.12 ,3,0.00%, $2.88 ,Profit,April
7840,US-2018-137869,28/03/2020,02/04/2018,Standard Class,CV-12295,Christina VanderZanden,Consumer,United States,Des Moines,Iowa,50315,Central,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes, $6.12 ,3,0.00%, $2.88 ,Profit,April
1143,CA-2018-146969,29/09/2020,03/10/2018,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,90045,West,OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins, $8.72 ,4,0.00%, $2.88 ,Profit,October
5505,CA-2021-127782,02/11/2023,06/11/2021,Standard Class,TH-21115,Thea Hudgings,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-EN-10003845,Office Supplies,Envelopes,Colored Envelopes, $8.86 ,3,20.00%, $2.88 ,Profit,November
8825,CA-2021-117156,21/03/2023,23/03/2021,Second Class,TB-21055,Ted Butterfield,Consumer,United States,Reading,Pennsylvania,19601,East,OFF-EN-10003845,Office Supplies,Envelopes,Colored Envelopes, $8.86 ,3,20.00%, $2.88 ,Profit,March
9054,CA-2018-141838,26/03/2020,31/03/2018,Second Class,DK-12835,Damala Kotsonis,Corporate,United States,San Francisco,California,94122,West,TEC-PH-10004100,Technology,Phones,Griffin GC17055 Auxiliary Audio Cable, $28.78 ,2,20.00%, $2.88 ,Profit,March
1492,CA-2021-166436,24/11/2023,28/11/2021,Standard Class,TS-21370,Todd Sumrall,Corporate,United States,New York City,New York,10035,East,OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages", $5.88 ,1,0.00%, $2.88 ,Profit,November
6906,US-2021-149006,06/12/2023,08/12/2021,Second Class,BN-11470,Brad Norvell,Corporate,United States,Brentwood,California,94513,West,OFF-ST-10003221,Office Supplies,Storage,Staple magnet, $10.68 ,1,0.00%, $2.88 ,Profit,December
1211,CA-2020-137050,14/07/2022,18/07/2020,Second Class,SW-20755,Steven Ward,Corporate,United States,New York City,New York,10009,East,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones, $8.54 ,2,20.00%, $2.88 ,Profit,July
5348,CA-2021-108539,21/03/2023,23/03/2021,Second Class,SC-20725,Steven Cartwright,Consumer,United States,Los Angeles,California,90045,West,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones, $8.54 ,2,20.00%, $2.88 ,Profit,March
2529,CA-2019-124541,06/04/2021,10/04/2019,Standard Class,TT-21220,Thomas Thornton,Consumer,United States,Houston,Texas,77041,Central,OFF-PA-10001526,Office Supplies,Paper,Xerox 1949, $7.97 ,2,20.00%, $2.89 ,Profit,April
4659,CA-2019-112130,03/05/2021,07/05/2019,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10002230,Office Supplies,Paper,Xerox 1897, $7.97 ,2,20.00%, $2.89 ,Profit,May
4899,US-2018-122021,15/10/2020,17/10/2018,First Class,AC-10660,Anna Chung,Consumer,United States,Parma,Ohio,44134,East,OFF-PA-10002230,Office Supplies,Paper,Xerox 1897, $7.97 ,2,20.00%, $2.89 ,Profit,October
5090,CA-2021-132738,04/08/2023,07/08/2021,First Class,HM-14860,Harry Marie,Corporate,United States,Loveland,Colorado,80538,West,OFF-PA-10001752,Office Supplies,Paper,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright), $7.97 ,2,20.00%, $2.89 ,Profit,August
5861,CA-2019-157434,29/04/2021,04/05/2019,Second Class,JK-15640,Jim Kriz,Home Office,United States,Philadelphia,Pennsylvania,19120,East,OFF-PA-10001526,Office Supplies,Paper,Xerox 1949, $7.97 ,2,20.00%, $2.89 ,Profit,May
8953,CA-2021-150910,22/12/2023,28/12/2021,Standard Class,JL-15130,Jack Lebron,Consumer,United States,Jackson,Tennessee,38301,South,OFF-AR-10001419,Office Supplies,Art,Newell 325, $23.13 ,7,20.00%, $2.89 ,Profit,December
5642,CA-2021-106355,02/04/2023,05/04/2021,First Class,AT-10435,Alyssa Tate,Home Office,United States,Meriden,Connecticut,6450,East,OFF-AR-10000246,Office Supplies,Art,Newell 318, $11.12 ,4,0.00%, $2.89 ,Profit,April
6838,CA-2019-116260,06/07/2021,12/07/2019,Standard Class,BF-10975,Barbara Fisher,Corporate,United States,Vineland,New Jersey,8360,East,OFF-AR-10003732,Office Supplies,Art,Newell 333, $11.12 ,4,0.00%, $2.89 ,Profit,July
5154,US-2018-121566,30/06/2020,06/07/2018,Standard Class,CS-11860,Cari Schnelling,Consumer,United States,New York City,New York,10011,East,OFF-AR-10001026,Office Supplies,Art,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow", $6.60 ,3,0.00%, $2.90 ,Profit,July
1592,US-2020-132423,15/04/2022,19/04/2020,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Grapevine,Texas,76051,Central,OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps, $8.04 ,5,20.00%, $2.91 ,Profit,April
9373,CA-2019-111339,29/05/2021,31/05/2019,First Class,VP-21760,Victoria Pisteka,Corporate,United States,Columbus,Ohio,43229,East,OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps, $8.04 ,5,20.00%, $2.91 ,Profit,May
7159,CA-2020-131380,28/03/2022,31/03/2020,Second Class,CC-12220,Chris Cortes,Consumer,United States,Los Angeles,California,90032,West,OFF-PA-10001243,Office Supplies,Paper,Xerox 1983, $5.98 ,1,0.00%, $2.93 ,Profit,March
3672,CA-2018-129364,08/12/2020,13/12/2018,Standard Class,TB-21250,Tim Brockman,Consumer,United States,Salem,Oregon,97301,West,OFF-ST-10001031,Office Supplies,Storage,Adjustable Personal File Tote, $39.07 ,3,20.00%, $2.93 ,Profit,December
3658,CA-2019-128083,12/03/2021,17/03/2019,Standard Class,EB-13750,Edward Becker,Corporate,United States,Plantation,Florida,33317,South,OFF-EN-10004030,Office Supplies,Envelopes,Convenience Packs of Business Envelopes, $8.69 ,3,20.00%, $2.93 ,Profit,March
1893,CA-2021-145310,22/12/2023,24/12/2021,Second Class,JP-15520,Jeremy Pistek,Consumer,United States,Port Orange,Florida,32127,South,OFF-EN-10002621,Office Supplies,Envelopes,Staple envelope, $7.82 ,1,20.00%, $2.93 ,Profit,December
8186,CA-2019-136728,13/09/2021,17/09/2019,Second Class,AG-10900,Arthur Gainer,Consumer,United States,Chicago,Illinois,60623,Central,OFF-EN-10002621,Office Supplies,Envelopes,Staple envelope, $7.82 ,1,20.00%, $2.93 ,Profit,September
6883,CA-2019-137113,01/12/2021,05/12/2019,Second Class,TW-21025,Tamara Willingham,Home Office,United States,Seattle,Washington,98105,West,OFF-ST-10002554,Office Supplies,Storage,Tennsco Industrial Shelving, $146.73 ,3,0.00%, $2.93 ,Profit,December
9084,CA-2019-104038,06/02/2021,08/02/2019,First Class,LO-17170,Lori Olson,Corporate,United States,Suffolk,Virginia,23434,South,OFF-ST-10002554,Office Supplies,Storage,Tennsco Industrial Shelving, $146.73 ,3,0.00%, $2.93 ,Profit,February
5681,CA-2020-141551,24/09/2022,30/09/2020,Standard Class,BP-11230,Benjamin Patterson,Consumer,United States,Broken Arrow,Oklahoma,74012,Central,OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings, $6.38 ,1,0.00%, $2.93 ,Profit,September
1582,CA-2019-131338,09/08/2021,12/08/2019,First Class,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,10024,East,OFF-ST-10000642,Office Supplies,Storage,"Tennsco Lockers, Gray", $41.96 ,2,0.00%, $2.94 ,Profit,August
2331,CA-2020-155187,24/09/2022,26/09/2020,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Los Angeles,California,90004,West,OFF-ST-10000642,Office Supplies,Storage,"Tennsco Lockers, Gray", $41.96 ,2,0.00%, $2.94 ,Profit,September
3051,US-2021-148054,06/10/2023,11/10/2021,Standard Class,NZ-18565,Nick Zandusky,Home Office,United States,Meridian,Idaho,83642,West,FUR-FU-10003247,Furniture,Furnishings,36X48 HARDFLOOR CHAIRMAT, $41.96 ,2,0.00%, $2.94 ,Profit,October
5954,US-2018-105151,30/03/2020,31/03/2018,First Class,SG-20890,Susan Gilcrest,Corporate,United States,New York City,New York,10009,East,OFF-AR-10001231,Office Supplies,Art,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2", $10.50 ,5,0.00%, $2.94 ,Profit,March
4302,CA-2021-129021,23/08/2023,26/08/2021,Second Class,PO-18850,Patrick O'Brill,Consumer,United States,Tallahassee,Florida,32303,South,OFF-PA-10000141,Office Supplies,Paper,"Ampad Evidence Wirebond Steno Books, 6"" x 9""", $8.72 ,5,20.00%, $2.94 ,Profit,August
2875,US-2021-102638,29/12/2023,31/12/2021,First Class,MC-17845,Michael Chen,Consumer,United States,New York City,New York,10035,East,OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps, $6.03 ,3,0.00%, $2.95 ,Profit,December
4723,US-2021-135230,01/09/2023,07/09/2021,Standard Class,CK-12325,Christine Kargatis,Home Office,United States,Seattle,Washington,98103,West,OFF-AR-10001166,Office Supplies,Art,Staples in misc. colors, $7.58 ,1,0.00%, $2.96 ,Profit,September
7528,US-2021-106145,26/09/2023,26/09/2021,Same Day,RA-19885,Ruben Ausman,Corporate,United States,San Francisco,California,94109,West,FUR-FU-10003829,Furniture,Furnishings,Stackable Trays, $9.24 ,3,0.00%, $2.96 ,Profit,September
1656,US-2021-132444,18/11/2023,21/11/2021,First Class,CD-12280,Christina DeMoss,Consumer,United States,Seattle,Washington,98105,West,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders", $8.45 ,2,20.00%, $2.96 ,Profit,November
7852,CA-2018-169649,09/12/2020,15/12/2018,Standard Class,TS-21205,Thomas Seio,Corporate,United States,Chicago,Illinois,60653,Central,OFF-PA-10000143,Office Supplies,Paper,Astroparche Fine Business Paper, $8.45 ,2,20.00%, $2.96 ,Profit,December
52,CA-2019-115742,18/04/2021,22/04/2019,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs, $6.16 ,2,0.00%, $2.96 ,Profit,April
88,CA-2021-155558,26/10/2023,02/11/2021,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Rochester,Minnesota,55901,Central,OFF-LA-10000134,Office Supplies,Labels,Avery 511, $6.16 ,2,0.00%, $2.96 ,Profit,November
1585,CA-2019-131338,09/08/2021,12/08/2019,First Class,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,10024,East,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs, $6.16 ,2,0.00%, $2.96 ,Profit,August
5282,CA-2019-105158,05/09/2021,10/09/2019,Standard Class,SP-20860,Sung Pak,Corporate,United States,Rochester,Minnesota,55901,Central,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs, $6.16 ,2,0.00%, $2.96 ,Profit,September
5626,CA-2018-126683,29/09/2020,01/10/2018,Second Class,PP-18955,Paul Prost,Home Office,United States,Seattle,Washington,98115,West,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs, $6.16 ,2,0.00%, $2.96 ,Profit,October
6668,CA-2021-122175,12/05/2023,14/05/2021,Second Class,CA-12775,Cynthia Arntzen,Consumer,United States,Vineland,New Jersey,8360,East,OFF-LA-10002271,Office Supplies,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set, $6.16 ,2,0.00%, $2.96 ,Profit,May
7872,CA-2020-101672,03/10/2022,07/10/2020,Standard Class,DB-12910,Daniel Byrd,Home Office,United States,Lake Forest,California,92630,West,OFF-LA-10002271,Office Supplies,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set, $6.16 ,2,0.00%, $2.96 ,Profit,October
1590,CA-2020-109911,12/05/2022,16/05/2020,Standard Class,VG-21805,Vivek Grady,Corporate,United States,Virginia Beach,Virginia,23464,South,OFF-AR-10001662,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener, $10.96 ,4,0.00%, $2.96 ,Profit,May
7776,CA-2018-166961,27/12/2020,31/12/2018,Standard Class,CD-12790,Cynthia Delaney,Home Office,United States,Moreno Valley,California,92553,West,OFF-AP-10001366,Office Supplies,Appliances,Staple holder, $10.98 ,1,0.00%, $2.96 ,Profit,December
1230,CA-2021-100013,06/11/2023,11/11/2021,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Los Angeles,California,90045,West,FUR-FU-10001424,Furniture,Furnishings,Dax Clear Box Frame, $8.73 ,1,0.00%, $2.97 ,Profit,November
9785,CA-2019-149748,31/05/2021,02/06/2019,Second Class,EM-13825,Elizabeth Moffitt,Corporate,United States,Paterson,New Jersey,7501,East,FUR-FU-10001847,Furniture,Furnishings,Eldon Image Series Black Desk Accessories, $8.28 ,2,0.00%, $2.98 ,Profit,June
5608,CA-2021-105193,25/03/2023,31/03/2021,Standard Class,JL-15835,John Lee,Consumer,United States,New York City,New York,10024,East,OFF-AR-10001547,Office Supplies,Art,Newell 311, $11.05 ,5,0.00%, $2.98 ,Profit,March
1044,CA-2021-115651,09/07/2023,12/07/2021,First Class,NS-18640,Noel Staavos,Corporate,United States,Chicago,Illinois,60610,Central,OFF-AR-10001130,Office Supplies,Art,"Quartet Alpha White Chalk, 12/Pack", $8.84 ,5,20.00%, $2.98 ,Profit,July
4114,CA-2019-116687,02/05/2021,07/05/2019,Standard Class,NC-18625,Noah Childs,Corporate,United States,Houston,Texas,77095,Central,OFF-LA-10000443,Office Supplies,Labels,Avery 501, $8.86 ,3,20.00%, $2.99 ,Profit,May
6987,CA-2020-116526,01/09/2022,05/09/2020,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Detroit,Michigan,48227,Central,OFF-AR-10004999,Office Supplies,Art,Newell 315, $11.96 ,2,0.00%, $2.99 ,Profit,September
3881,CA-2019-129896,15/06/2021,20/06/2019,Standard Class,PF-19120,Peter Fuller,Consumer,United States,Gilbert,Arizona,85234,West,OFF-PA-10002245,Office Supplies,Paper,Xerox 1895, $9.57 ,2,20.00%, $2.99 ,Profit,June
7210,CA-2020-143476,11/09/2022,13/09/2020,First Class,LC-16930,Linda Cazamias,Corporate,United States,Phoenix,Arizona,85023,West,OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright), $9.57 ,2,20.00%, $2.99 ,Profit,September
2642,CA-2019-169740,20/02/2021,25/02/2019,Standard Class,LM-17065,Liz MacKendrick,Consumer,United States,Hot Springs,Arkansas,71901,South,TEC-AC-10000927,Technology,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand, $29.99 ,1,0.00%, $3.00 ,Profit,February
2968,CA-2018-162866,27/12/2020,31/12/2018,Standard Class,Co-12640,Corey-Lock,Consumer,United States,Skokie,Illinois,60076,Central,OFF-ST-10002562,Office Supplies,Storage,Staple magnet, $30.02 ,4,20.00%, $3.00 ,Profit,December
2165,CA-2020-154018,13/10/2022,19/10/2020,Standard Class,HA-14920,Helen Andreada,Consumer,United States,Laredo,Texas,78041,Central,OFF-PA-10000551,Office Supplies,Paper,Array Memo Cubes, $8.29 ,2,20.00%, $3.00 ,Profit,October
9143,US-2021-166688,20/05/2023,26/05/2021,Standard Class,RD-19480,Rick Duston,Consumer,United States,Las Vegas,Nevada,89115,West,OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders, $8.29 ,2,20.00%, $3.00 ,Profit,May
7481,CA-2018-167199,06/01/2020,10/01/2018,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Henderson,Kentucky,42420,South,OFF-PA-10000955,Office Supplies,Paper,Southworth 25% Cotton Granite Paper & Envelopes, $6.54 ,1,0.00%, $3.01 ,Profit,January
1510,CA-2021-103611,12/09/2023,15/09/2021,First Class,JM-15535,Jessica Myrick,Consumer,United States,Los Angeles,California,90036,West,FUR-FU-10004270,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy", $8.36 ,2,0.00%, $3.01 ,Profit,September
9450,CA-2018-140032,08/09/2020,13/09/2018,Standard Class,TS-21340,Toby Swindell,Consumer,United States,San Francisco,California,94109,West,OFF-BI-10000822,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""", $8.61 ,2,20.00%, $3.01 ,Profit,September
3473,CA-2021-122644,12/11/2023,17/11/2021,Standard Class,SF-20965,Sylvia Foulston,Corporate,United States,Columbus,Ohio,43229,East,TEC-AC-10003614,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack", $18.54 ,2,20.00%, $3.01 ,Profit,November
648,CA-2020-103947,01/04/2022,08/04/2020,Standard Class,BB-10990,Barry Blumstein,Corporate,United States,Sierra Vista,Arizona,85635,West,OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector, $30.14 ,2,20.00%, $3.01 ,Profit,April
6783,CA-2021-121293,25/07/2023,28/07/2021,Second Class,JC-15775,John Castell,Consumer,United States,Philadelphia,Pennsylvania,19143,East,FUR-FU-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories, $20.10 ,4,20.00%, $3.01 ,Profit,July
4485,CA-2020-109365,03/11/2022,08/11/2020,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Los Angeles,California,90049,West,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings, $9.30 ,2,20.00%, $3.02 ,Profit,November
9529,CA-2021-156958,05/12/2023,06/12/2021,First Class,PB-18805,Patrick Bzostek,Home Office,United States,Seattle,Washington,98115,West,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings, $9.30 ,2,20.00%, $3.02 ,Profit,December
1073,CA-2021-106943,14/11/2023,19/11/2021,Standard Class,FO-14305,Frank Olsen,Consumer,United States,New York City,New York,10035,East,OFF-BI-10003669,Office Supplies,Binders,3M Organizer Strips, $8.64 ,2,20.00%, $3.02 ,Profit,November
732,US-2020-150861,03/12/2022,06/12/2020,First Class,EG-13900,Emily Grady,Consumer,United States,Oceanside,New York,11572,East,OFF-LA-10001317,Office Supplies,Labels,Avery 520, $6.30 ,2,0.00%, $3.02 ,Profit,December
1117,CA-2020-144855,22/07/2022,24/07/2020,Second Class,DL-13495,Dionis Lloyd,Corporate,United States,San Francisco,California,94110,West,OFF-LA-10003766,Office Supplies,Labels,Self-Adhesive Removable Labels, $6.30 ,2,0.00%, $3.02 ,Profit,July
1782,CA-2019-111094,09/07/2021,13/07/2019,Standard Class,CB-12535,Claudia Bergmann,Corporate,United States,Franklin,Massachusetts,2038,East,OFF-PA-10001609,Office Supplies,Paper,Tops Wirebound Message Log Books, $6.58 ,2,0.00%, $3.03 ,Profit,July
7740,CA-2018-154781,21/11/2020,26/11/2018,Standard Class,SC-20680,Steve Carroll,Home Office,United States,San Francisco,California,94110,West,OFF-PA-10001609,Office Supplies,Paper,Tops Wirebound Message Log Books, $6.58 ,2,0.00%, $3.03 ,Profit,November
8743,US-2019-144771,02/10/2021,04/10/2019,First Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Hillsboro,Oregon,97123,West,FUR-FU-10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock, $11.03 ,1,20.00%, $3.03 ,Profit,October
2432,CA-2021-129805,28/12/2023,02/01/2022,Standard Class,HM-14860,Harry Marie,Corporate,United States,Seattle,Washington,98103,West,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive, $7.40 ,2,0.00%, $3.03 ,Profit,January
1537,CA-2020-112389,29/10/2022,02/11/2020,Standard Class,JM-15655,Jim Mitchum,Corporate,United States,Bridgeton,New Jersey,8302,East,OFF-AP-10001626,Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags", $11.67 ,3,0.00%, $3.03 ,Profit,November
4710,CA-2021-138149,29/06/2023,30/06/2021,First Class,WB-21850,William Brown,Consumer,United States,Los Angeles,California,90049,West,OFF-AR-10000255,Office Supplies,Art,Newell 328, $11.68 ,2,0.00%, $3.04 ,Profit,June
2924,CA-2018-156993,28/06/2020,04/07/2018,Standard Class,RW-19630,Rob Williams,Corporate,United States,Detroit,Michigan,48234,Central,OFF-FA-10003495,Office Supplies,Fasteners,Staples, $6.08 ,1,0.00%, $3.04 ,Profit,July
6404,CA-2021-125472,30/05/2023,31/05/2021,First Class,BD-11725,Bruce Degenhardt,Consumer,United States,Lafayette,Louisiana,70506,South,FUR-FU-10001731,Furniture,Furnishings,Acrylic Self-Standing Desk Frames, $8.01 ,3,0.00%, $3.04 ,Profit,May
5008,CA-2019-169796,09/11/2021,14/11/2019,Standard Class,Dp-13240,Dean percer,Home Office,United States,New York City,New York,10035,East,OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H", $17.94 ,3,0.00%, $3.05 ,Profit,November
8466,CA-2019-116512,09/04/2021,14/04/2019,Standard Class,MC-18100,Mick Crebagga,Consumer,United States,New York City,New York,10024,East,OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H", $17.94 ,3,0.00%, $3.05 ,Profit,April
8896,CA-2020-167241,15/08/2022,22/08/2020,Standard Class,BD-11320,Bill Donatelli,Consumer,United States,Los Angeles,California,90004,West,OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H", $17.94 ,3,0.00%, $3.05 ,Profit,August
3739,CA-2020-133340,09/12/2022,13/12/2020,Standard Class,LH-17155,Logan Haushalter,Consumer,United States,Jackson,Michigan,49201,Central,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite", $10.90 ,1,0.00%, $3.05 ,Profit,December
1817,CA-2019-164833,04/06/2021,04/06/2019,Same Day,LL-16840,Lauren Leatherbury,Consumer,United States,Seattle,Washington,98105,West,OFF-AR-10004685,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set", $9.26 ,2,0.00%, $3.06 ,Profit,June
5205,CA-2019-102016,12/09/2021,18/09/2019,Standard Class,TM-21010,Tamara Manning,Consumer,United States,Auburn,New York,13021,East,OFF-AR-10004685,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set", $9.26 ,2,0.00%, $3.06 ,Profit,September
6720,CA-2020-130442,16/12/2022,19/12/2020,First Class,SF-20065,Sandra Flanagan,Consumer,United States,Goldsboro,North Carolina,27534,South,OFF-AP-10004859,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor, $34.94 ,3,20.00%, $3.06 ,Profit,December
962,CA-2019-160059,27/11/2021,01/12/2019,Standard Class,TB-21190,Thomas Brumley,Home Office,United States,Fayetteville,Arkansas,72701,South,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets, $6.24 ,2,0.00%, $3.06 ,Profit,December
7896,CA-2021-124744,21/06/2023,25/06/2021,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,Wheeling,West Virginia,26003,East,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets, $6.24 ,2,0.00%, $3.06 ,Profit,June
7955,CA-2018-138359,01/04/2020,06/04/2018,Standard Class,KH-16330,Katharine Harms,Corporate,United States,Revere,Massachusetts,2151,East,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets, $6.24 ,2,0.00%, $3.06 ,Profit,April
4523,CA-2021-105445,20/02/2023,25/02/2021,Second Class,BP-11095,Bart Pistole,Corporate,United States,Louisville,Colorado,80027,West,OFF-FA-10001229,Office Supplies,Fasteners,Staples, $9.43 ,3,20.00%, $3.07 ,Profit,February
4421,CA-2019-163090,17/11/2021,21/11/2019,Second Class,GH-14665,Greg Hansen,Consumer,United States,Chicago,Illinois,60610,Central,OFF-SU-10002537,Office Supplies,Supplies,Acme Box Cutter Scissors, $40.92 ,5,20.00%, $3.07 ,Profit,November
1620,US-2020-118780,10/09/2022,14/09/2020,Second Class,PN-18775,Parhena Norris,Home Office,United States,New York City,New York,10011,East,OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page", $6.69 ,1,0.00%, $3.08 ,Profit,September
618,CA-2021-117947,18/08/2023,23/08/2021,Second Class,NG-18355,Nat Gilpin,Corporate,United States,New York City,New York,10011,East,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back", $9.94 ,2,0.00%, $3.08 ,Profit,August
717,CA-2018-130092,11/01/2020,14/01/2018,First Class,SV-20365,Seth Vernon,Consumer,United States,Dover,Delaware,19901,East,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back", $9.94 ,2,0.00%, $3.08 ,Profit,January
1504,CA-2020-100468,24/11/2022,01/12/2020,Standard Class,AT-10435,Alyssa Tate,Home Office,United States,Los Angeles,California,90045,West,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back", $9.94 ,2,0.00%, $3.08 ,Profit,December
2453,CA-2021-140949,17/03/2023,22/03/2021,Second Class,DB-13405,Denny Blanton,Consumer,United States,New York City,New York,10011,East,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red", $9.14 ,3,20.00%, $3.09 ,Profit,March
